10000 30000
3127 3370 167
3127 7333 104
3128 7177 122
3128 999 123
3128 2405 46
3128 8502 42
3129 5294 149
3129 8522 73
3130 8548 96
3130 9822 199
3131 1986 181
3131 9651 49
3131 5850 158
3132 8421 150
3132 4657 54
3133 691 130
3133 9419 74
3134 4734 126
3134 8564 102
3135 6648 121
3135 7172 158
3136 7307 192
3136 3800 22
3136 2160 151
3136 3736 86
3137 4500 101
3137 5431 28
3137 464 28
3138 5484 114
3138 6083 44
3138 9947 20
3138 1576 76
3139 7516 51
3139 2478 176
3140 6049 183
3140 846 101
3140 3151 165
3141 3548 18
3141 7759 189
3141 43 153
3141 4354 165
3142 180 31
3142 8653 39
3142 1547 123
3142 3390 110
3143 1702 1
3143 1953 47
3144 8139 138
3144 2587 154
3145 2662 60
3145 5516 155
3145 4717 185
3146 8431 154
3146 6374 96
3147 7086 170
3147 5020 100
3147 3288 153
3148 7944 128
3148 4857 176
3148 6222 97
3148 5810 41
3149 7480 92
3149 1730 196
3150 2212 2
3150 612 172
3151 5959 36
3151 402 197
3151 2018 7
3152 4429 14
3152 3248 169
3152 8654 2
3152 9862 107
3153 3940 161
3153 7518 17
3154 6791 178
3154 3320 122
3154 7118 41
3155 6903 197
3155 7534 25
3155 9924 195
3155 4533 161
3156 6691 9
3156 7074 113
3156 5571 3
3157 4140 109
3157 7017 90
3157 9011 122
3158 2341 87
3158 2424 57
3159 9548 111
3159 8257 147
3159 4911 9
3160 3012 94
3160 3846 125
3160 387 94
3161 5354 78
3161 9540 110
3162 2917 26
3162 165 120
3162 1991 66
3163 3207 125
3163 6542 100
3163 8720 10
3163 5363 151
3164 5917 141
3164 8720 111
3164 1073 68
3165 8770 159
3165 1867 136
3165 9540 132
3166 9042 187
3166 5835 12
3167 2070 111
3167 6226 18
3167 1361 15
3168 3585 14
3168 7457 187
3168 492 101
3168 8095 42
3169 1788 86
3169 5468 141
3169 2821 13
3170 1891 133
3170 6250 66
3170 3048 164
3171 4070 111
3171 2929 16
3172 4970 149
3172 5336 101
3172 3962 130
3173 7659 136
3173 134 168
3173 500 110
3173 2350 114
3174 5124 107
3174 2998 97
3175 1787 168
3175 9676 134
3175 3969 24
3175 5346 48
3176 2712 161
3176 8295 193
3176 2362 110
3176 4420 80
3177 7852 135
3177 4952 104
3178 1890 161
3178 672 99
3179 3112 95
3179 5777 52
3180 4696 71
3180 2710 46
3180 1668 154
3181 6530 76
3181 6659 136
3181 3269 41
3182 6797 155
3182 8421 143
3182 9159 130
3182 2849 5
3183 9000 58
3183 8289 178
3184 5400 166
3184 9658 31
3184 3194 148
3184 8121 170
3185 4049 82
3185 5208 34
3185 4607 145
3186 7841 111
3186 9079 129
3186 4551 142
3186 7190 1
3187 6254 175
3187 2262 154
3187 1699 151
3187 2417 17
3188 1891 75
3188 3275 132
3188 8233 115
3188 5785 7
3189 3698 117
3189 3299 86
3189 4454 139
3190 6711 77
3190 795 94
3190 8307 108
3190 3001 52
3191 3468 91
3191 4607 189
3191 7672 118
3191 1095 5
3192 9349 169
3192 3284 75
3193 5183 186
3193 5078 136
3193 204 43
3193 2506 177
3194 7332 189
3194 2701 178
3194 1089 108
3194 415 38
3195 6250 102
3195 1116 118
3195 1924 186
3196 4094 118
3196 7095 134
3196 5546 177
3196 8736 45
3197 2023 6
3197 9365 183
3197 6556 80
3197 4308 164
3198 765 135
3198 7729 61
3198 688 119
3198 3201 143
3199 5736 63
3199 7105 199
3200 9240 111
3200 965 65
3201 9108 165
3201 6984 126
3201 4547 61
3202 4970 7
3202 4797 28
3202 2431 62
3202 6130 4
3203 6353 33
3203 9800 142
3204 3437 67
3204 7346 83
3204 6966 15
3205 1137 192
3205 68 72
3205 8780 130
3205 8295 122
3206 8288 2
3206 1005 171
3206 9435 198
3207 4523 77
3207 9484 171
3208 5178 16
3208 5812 163
3209 3388 46
3209 1256 126
3210 2648 165
3210 6498 158
3210 9316 108
3210 4783 56
3211 4126 142
3211 6979 66
3211 9854 149
3212 5701 1
3212 6395 27
3213 594 111
3213 1052 137
3213 7011 126
3214 7749 128
3214 4126 136
3215 4699 59
3215 4795 155
3215 8332 17
3216 4949 197
3216 8444 140
3216 2936 102
3216 9016 72
3217 5220 189
3217 711 178
3218 5396 115
3218 5462 166
3219 4704 38
3219 4776 155
3219 6303 187
3219 7303 127
3220 7176 186
3220 6338 145
3221 9388 144
3221 9663 25
3222 7776 150
3222 9409 17
3222 6326 168
3222 23 45
3223 8532 84
3223 4611 115
3223 2975 119
3223 6529 18
3224 3585 133
3224 6792 94
3224 7022 94
3225 4835 195
3225 2819 46
3226 8304 47
3226 906 159
3227 981 45
3227 700 17
3227 1343 34
3227 3824 111
3228 6888 35
3228 6963 137
3228 5949 47
3228 2325 197
3229 7641 106
3229 6558 152
3229 6302 75
3230 8336 59
3230 6675 13
3230 7739 74
3230 2926 96
3231 6745 193
3231 2278 143
3231 7942 169
3231 3037 26
3232 3845 126
3232 9927 8
3233 9211 63
3233 5100 200
3234 8433 16
3234 624 64
3235 8951 80
3235 2906 47
3235 5422 192
3235 9346 25
3236 9771 145
3236 563 22
3236 5313 187
3237 2289 157
3237 4801 116
3238 8040 188
3238 4528 56
3239 7535 134
3239 6552 141
3239 2635 79
3239 2953 37
3240 7435 138
3240 4314 92
3240 7957 109
3240 4195 91
3241 2614 87
3241 5515 154
3242 3047 54
3242 5618 92
3242 1780 64
3242 2619 71
3243 5501 172
3243 1699 142
3243 1394 25
3244 2143 15
3244 7648 35
3245 9574 158
3245 5584 128
3245 7098 57
3245 4337 177
3246 4902 80
3246 857 160
3247 8634 162
3247 4125 82
3248 9 200
3248 7912 169
3248 8779 83
3248 1563 186
3249 4835 147
3249 9332 17
3249 5118 132
3250 3275 196
3250 7161 13
3250 5640 6
3250 5555 52
3251 8659 28
3251 6698 30
3251 9334 33
3251 1468 187
3252 2848 17
3252 1233 49
3253 2195 200
3253 8837 176
3253 4234 79
3254 2191 10
3254 8354 56
3254 6806 160
3254 7646 130
3255 8485 9
3255 108 193
3255 5373 146
3256 1127 170
3256 8146 67
3256 7482 53
3256 3480 129
3257 4079 67
3257 2005 148
3258 7122 157
3258 737 50
3258 8205 135
3259 8342 132
3259 6370 194
3259 3310 13
3260 6864 151
3260 2745 81
3260 9204 85
3261 8840 140
3261 6057 100
3262 5131 180
3262 9781 169
3263 3538 200
3263 7238 78
3264 207 167
3264 8471 115
3264 8833 197
3265 154 69
3265 2514 195
3266 4413 86
3266 1901 25
3266 3475 135
3266 9887 180
3267 5124 59
3267 8876 167
3267 9917 132
3268 7807 121
3268 3262 49
3268 7316 153
3268 5103 32
3269 8717 27
3269 92 166
3270 7253 107
3270 2964 148
3270 2487 56
3270 7335 2
3271 7949 151
3271 1527 48
3272 6196 198
3272 8627 152
3272 7531 191
3272 1705 42
3273 6605 172
3273 958 162
3273 7677 56
3273 8716 66
3274 9397 32
3274 9663 168
3274 5303 197
3275 8432 146
3275 6670 194
3276 997 16
3276 6020 142
3276 4672 112
3276 6577 186
3277 1471 139
3277 4321 99
3277 7146 3
3278 9756 131
3278 9306 55
3279 4874 152
3279 9239 154
3279 5553 153
3279 1131 42
3280 2416 190
3280 102 119
3281 646 30
3281 327 173
3281 3490 64
3281 9228 183
3282 2671 0
3282 4987 11
3282 4544 155
3282 8739 65
3283 2159 102
3283 6163 61
3283 4566 35
3283 437 5
3284 4609 157
3284 2796 40
3285 6526 157
3285 4500 198
3285 1182 194
3286 1733 166
3286 2071 158
3286 9569 123
3287 6401 115
3287 3906 33
3287 3296 157
3288 3118 57
3288 2979 119
3288 8265 23
3289 5815 188
3289 9131 18
3289 5101 159
3289 7418 13
3290 9214 62
3290 6448 48
3291 6322 102
3291 4960 109
3291 6094 173
3291 3301 127
3292 9692 40
3292 4925 72
3292 5963 109
3292 1995 36
3293 6871 28
3293 6256 53
3294 5664 146
3294 3719 130
3294 3595 102
3294 1704 2
3295 2632 10
3295 6372 174
3295 624 32
3296 3258 37
3296 1499 93
3296 1317 52
3296 71 67
3297 2145 194
3297 9842 5
3297 3879 61
3298 1412 137
3298 7092 94
3299 1046 3
3299 3724 156
3299 2621 46
3300 9027 59
3300 4944 125
3300 3707 108
3300 4607 172
3301 8984 171
3301 2866 11
3301 8027 166
3302 9905 94
3302 417 12
3302 1073 29
3302 2036 79
3303 2667 81
3303 1063 122
3303 6707 144
3304 3022 110
3304 4221 80
3304 1045 64
3305 758 198
3305 1593 55
3306 186 130
3306 5685 195
3306 3931 102
3307 3049 129
3307 7254 98
3308 8247 110
3308 3883 50
3308 2548 29
3308 1900 177
3309 8787 115
3309 8578 122
3309 9803 172
3309 6789 56
3310 671 114
3310 1501 72
3311 1432 138
3311 1940 121
3312 4500 180
3312 5291 114
3313 5129 121
3313 156 70
3313 9361 86
3314 165 123
3314 811 153
3314 5992 153
3315 900 95
3315 2864 51
3315 2185 51
3315 630 82
3316 8426 43
3316 4394 91
3316 9325 130
3317 3710 89
3317 2812 71
3318 956 25
3318 8010 170
3319 3281 45
3319 2833 62
3319 1942 22
3319 5439 39
3320 658 110
3320 3682 92
3320 7047 72
3321 1698 146
3321 91 92
3322 3364 118
3322 3092 74
3322 3325 0
3323 366 78
3323 8927 17
3324 7825 83
3324 785 110
3325 9468 31
3325 4558 68
3325 6696 23
3325 5479 141
3326 6638 1
3326 5313 195
3327 6114 27
3327 5140 72
3327 6826 27
3328 5693 64
3328 191 65
3329 2152 61
3329 6025 50
3330 9188 189
3330 5251 23
3331 5045 44
3331 6117 89
3331 7345 62
3331 4785 64
3332 9076 74
3332 8024 18
3332 9296 57
3333 1394 117
3333 8069 95
3333 803 35
3333 6174 149
3334 2974 2
3334 7197 169
3335 9318 189
3335 7663 150
3335 818 183
3335 9213 19
3336 695 54
3336 5348 61
3337 8842 169
3337 1885 22
3337 2368 99
3338 6441 124
3338 4897 59
3338 6176 87
3339 2415 92
3339 6524 44
3339 10 35
3340 3647 77
3340 1251 54
3340 7427 164
3340 1853 42
3341 5584 197
3341 2053 56
3342 1610 47
3342 5244 60
3342 8979 169
3342 4617 117
3343 5854 37
3343 3794 93
3343 7770 122
3343 6103 159
3344 1668 88
3344 6372 161
3345 6904 128
3345 3267 130
3345 6701 92
3345 9183 157
3346 8430 64
3346 7629 186
3346 653 56
3346 63 19
3347 6877 78
3347 3604 3
3348 9341 185
3348 598 16
3349 4940 110
3349 5598 115
3350 8941 143
3350 2774 86
3350 9824 137
3351 1820 78
3351 5930 167
3351 2352 96
3352 3513 140
3352 7777 112
3352 229 90
3352 7079 162
3353 1081 130
3353 9426 138
3354 7811 152
3354 3278 19
3354 7394 20
3355 9426 186
3355 1424 154
3355 2683 148
3356 4562 176
3356 5683 197
3356 9605 121
3357 5874 194
3357 6717 96
3358 4671 186
3358 5397 44
3359 6882 65
3359 2822 30
3359 6505 187
3360 6715 149
3360 9860 180
3361 3638 90
3361 2421 47
3361 4120 154
3362 6391 45
3362 6921 66
3362 7048 111
3363 7308 81
3363 4830 70
3363 6331 166
3364 5567 25
3364 7983 143
3364 356 144
3364 8850 137
3365 290 7
3365 6210 43
3366 8495 138
3366 2678 44
3366 250 179
3367 1991 3
3367 4041 157
3367 9107 73
3367 4677 176
3368 8752 111
3368 6592 161
3368 8004 12
3369 543 114
3369 6573 193
3369 2953 146
3369 4407 39
3370 519 133
3370 8981 135
3370 5010 111
3371 697 148
3371 8595 48
3371 9836 162
3371 7359 15
3372 5939 129
3372 7478 195
3372 9178 90
3373 6307 96
3373 1421 174
3373 154 131
3373 5212 124
3374 1272 76
3374 2413 167
3374 2262 131
3374 1544 11
3375 5736 73
3375 9177 69
3375 6200 176
3375 8447 114
3376 5461 137
3376 321 177
3377 393 164
3377 3475 33
3378 5911 175
3378 6112 163
3378 2934 192
3379 5927 68
3379 8875 43
3379 6455 133
3379 7206 49
3380 3277 160
3380 2530 64
3380 9017 41
3380 9848 49
3381 7423 170
3381 3028 187
3381 8046 113
3381 9824 93
3382 5790 91
3382 7190 119
3383 8583 27
3383 972 62
3384 2780 81
3384 7718 106
3385 9110 175
3385 4595 115
3386 8308 195
3386 6235 143
3386 3189 66
3387 3921 190
3387 7579 102
3387 3225 158
3388 3087 113
3388 3509 130
3388 7615 148
3388 4459 135
3389 6461 174
3389 5432 73
3390 5973 182
3390 6954 17
3391 9412 196
3391 5383 125
3391 1002 132
3391 3185 73
3392 8838 197
3392 9887 189
3392 196 141
3392 1872 72
3393 7461 187
3393 8954 136
3394 1559 104
3394 1686 86
3394 9761 24
3395 5164 189
3395 5622 49
3396 1324 50
3396 7376 92
3396 4717 184
3397 6225 158
3397 7044 193
3397 697 199
3397 6364 116
3398 8368 153
3398 5715 127
3399 5755 51
3399 4693 70
3399 2564 100
3400 2311 37
3400 7189 177
3401 7961 0
3401 6460 35
3402 6499 21
3402 2349 122
3403 5211 114
3403 9355 132
3403 3932 165
3404 9455 77
3404 1199 67
3405 4536 119
3405 4468 31
3405 3947 13
3405 6479 169
3406 3149 21
3406 6017 169
3407 8021 150
3407 4192 88
3407 3795 45
3408 2021 197
3408 5377 35
3408 6315 131
3409 3323 79
3409 9224 46
3409 310 104
3409 2787 164
3410 3110 97
3410 3911 52
3410 2803 16
3410 3795 106
3411 1896 122
3411 4524 130
3412 3903 22
3412 4791 100
3412 897 46
3413 5626 77
3413 6331 17
3413 9081 80
3414 5755 7
3414 8891 29
3414 4600 147
3415 7519 148
3415 7306 97
3416 6324 174
3416 8680 35
3416 6545 44
3416 8340 36
3417 3412 144
3417 2203 90
3417 7167 45
3417 6994 117
3418 5418 123
3418 8844 196
3418 1969 117
3419 5645 126
3419 1682 148
3419 6776 108
3420 3765 76
3420 6213 120
3420 3428 166
3420 2816 178
3421 5016 178
3421 8341 10
3421 4096 112
3421 8518 134
3422 2722 158
3422 6810 86
3422 4640 81
3423 9851 111
3423 2969 13
3424 5101 150
3424 6975 68
3424 1953 173
3425 431 51
3425 3781 146
3426 5662 155
3426 3840 21
3426 9007 152
3426 1848 88
3427 1494 122
3427 517 135
3428 9641 70
3428 760 14
3428 3927 126
3428 4303 40
3429 7320 179
3429 6923 12
3429 4343 3
3429 7711 194
3430 7781 88
3430 2848 154
3430 8583 123
3430 6054 115
3431 3930 104
3431 4891 144
3431 2345 21
3431 2140 31
3432 5098 182
3432 6144 123
3433 9273 172
3433 618 185
3433 4131 84
3434 2985 159
3434 1043 139
3434 2222 171
3435 4328 158
3435 1620 64
3435 220 176
3435 9590 38
3436 6496 179
3436 3859 75
3436 8864 45
3436 7518 38
3437 8538 104
3437 8766 117
3437 2750 29
3438 6920 73
3438 1764 181
3439 5005 135
3439 575 187
3440 4122 42
3440 7232 178
3440 4855 11
3440 500 155
3441 8922 13
3441 2640 154
3442 9965 168
3442 5727 52
3442 1279 200
3442 9693 39
3443 3359 160
3443 359 58
3444 7206 22
3444 2287 117
3444 2192 73
3445 9421 8
3445 6243 81
3446 4368 51
3446 9418 173
3447 9331 156
3447 9977 36
3447 7110 200
3447 3462 122
3448 9110 128
3448 5289 121
3448 495 184
3448 3423 4
3449 4270 124
3449 7530 192
3449 7810 30
3449 2505 117
3450 2240 14
3450 7872 67
3451 9244 128
3451 1195 118
3452 6918 102
3452 9882 163
3452 2533 196
3453 8951 174
3453 4852 35
3453 3893 34
3453 8481 8
3454 9273 50
3454 9499 141
3454 4230 100
3454 4974 172
3455 2080 48
3455 6544 194
3455 234 181
3456 3815 109
3456 796 33
3456 1549 97
3457 7523 67
3457 9155 156
3458 1312 57
3458 254 16
3458 1537 85
3459 4455 191
3459 9305 64
3459 3548 190
3459 6811 190
3460 9727 24
3460 4141 7
3460 2607 139
3461 6770 99
3461 4113 43
3462 1352 0
3462 3771 135
3462 3667 39
3462 2476 0
3463 1974 178
3463 9393 75
3463 8438 129
3464 7597 20
3464 4936 41
3465 5088 40
3465 6420 82
3465 8496 0
3466 2755 136
3466 3440 196
3467 4250 37
3467 9327 107
3467 3984 24
3467 6866 185
3468 1850 8
3468 2578 76
3468 2774 134
3468 3078 8
3469 1820 102
3469 4780 55
3469 2703 105
3470 1833 41
3470 6103 134
3470 4270 122
3470 7290 151
3471 1938 193
3471 2474 177
3471 1477 96
3472 8996 155
3472 9942 200
3473 943 128
3473 9901 145
3474 192 31
3474 627 83
3474 4605 74
3474 3138 3
3475 4551 197
3475 9906 107
3476 6911 51
3476 569 153
3476 2051 72
3476 4271 107
3477 2740 36
3477 7032 41
3477 2490 152
3477 4354 12
3478 4694 142
3478 8893 32
3478 9608 106
3478 6867 106
3479 5853 14
3479 5480 26
3480 4285 197
3480 5887 103
3481 330 199
3481 2760 29
3482 8899 190
3482 7038 172
3483 7740 57
3483 3738 91
3483 5318 200
3483 4611 154
3484 6716 13
3484 2049 88
3485 1965 145
3485 3361 16
3485 61 56
3485 4240 187
3486 6091 144
3486 8324 133
3487 5638 92
3487 6413 152
3488 944 50
3488 9891 125
3489 8433 91
3489 4445 36
3490 5008 7
3490 234 65
3491 9877 88
3491 4877 82
3491 8763 143
3491 3399 26
3492 5902 72
3492 8044 16
3492 4734 169
3492 2282 6
3493 5864 86
3493 4253 176
3493 1667 113
3494 2506 189
3494 6581 88
3495 8690 69
3495 5325 153
3495 963 75
3495 4162 106
3496 9972 80
3496 1303 118
3496 8702 0
3497 82 199
3497 6223 33
3497 2773 66
3498 9039 116
3498 9030 102
3499 7521 197
3499 5850 162
3499 9250 51
3500 8885 167
3500 4060 22
3500 8325 184
3500 7594 73
3501 4619 57
3501 8155 3
3501 3645 7
3502 6567 90
3502 9568 124
3502 737 150
3503 1064 153
3503 1260 92
3503 2464 178
3504 9660 173
3504 7178 92
3505 4132 12
3505 5390 164
3505 8162 19
3506 1366 188
3506 4009 136
3506 3627 158
3507 693 172
3507 8409 79
3508 9351 180
3508 8880 182
3508 5848 180
3509 1229 76
3509 8809 3
3509 5588 13
3510 8297 179
3510 3515 196
3510 7870 25
3511 4843 130
3511 9793 117
3512 8623 144
3512 5932 47
3512 4629 98
3513 1638 38
3513 3247 24
3513 3280 127
3514 1047 199
3514 900 162
3515 3519 7
3515 9468 180
3515 9815 200
3515 7358 31
3516 2496 187
3516 7635 79
3516 1818 47
3517 8800 98
3517 7150 69
3518 6211 185
3518 9783 16
3518 215 82
3519 818 152
3519 6769 196
3519 9812 43
3520 771 66
3520 142 57
3520 5775 93
3521 9917 55
3521 7096 137
3521 9092 191
3521 2203 11
3522 9720 189
3522 4574 82
3522 5290 90
3523 4562 140
3523 7592 168
3523 686 50
3524 9894 44
3524 8662 133
3525 3375 101
3525 1914 23
3526 2608 133
3526 8760 21
3527 6043 170
3527 3350 36
3527 3890 90
3527 9234 1
3528 4232 85
3528 8484 108
3528 238 160
3528 3504 7
3529 4915 197
3529 8396 39
3529 7957 87
3530 158 115
3530 6245 105
3530 3755 149
3531 2327 0
3531 2878 179
3532 5978 170
3532 1492 8
3533 5752 67
3533 1135 131
3533 8343 85
3533 5589 185
3534 4712 156
3534 6578 75
3534 3894 99
3534 6126 4
3535 7723 135
3535 7651 118
3535 8210 39
3536 915 158
3536 6368 138
3536 2609 156
3536 7427 93
3537 9645 89
3537 1647 58
3538 7430 72
3538 9674 74
3539 3670 139
3539 4531 70
3540 1896 144
3540 7117 172
3540 7963 38
3541 1766 87
3541 905 102
3542 413 89
3542 5082 80
3542 9684 143
3542 3945 124
3543 372 181
3543 9047 181
3544 8041 93
3544 4136 123
3544 8950 42
3545 4863 170
3545 7544 174
3545 8798 142
3546 1222 80
3546 5277 87
3546 9781 142
3546 9975 113
3547 6427 195
3547 6602 195
3547 2091 85
3548 9259 123
3548 1349 70
3548 6859 86
3549 8425 161
3549 3722 185
3549 8981 57
3549 1793 158
3550 2148 51
3550 8189 86
3551 176 131
3551 4860 189
3552 8977 99
3552 9631 66
3553 950 64
3553 2525 105
3553 6890 175
3553 872 33
3554 7693 136
3554 5504 81
3555 7981 136
3555 8730 94
3556 9882 6
3556 576 62
3556 3952 1
3556 8781 58
3557 7990 175
3557 9696 26
3557 1791 65
3558 2753 37
3558 9357 5
3559 251 17
3559 18 44
3559 4743 102
3559 3588 34
3560 7894 171
3560 4788 32
3561 4168 88
3561 6239 148
3561 2888 74
3562 1003 141
3562 8388 115
3563 3444 134
3563 8208 72
3563 1413 150
3563 7604 127
3564 3758 151
3564 5084 70
3565 5868 83
3565 8018 179
3566 9144 185
3566 3438 200
3567 7664 28
3567 1186 100
3567 1824 117
3568 4234 77
3568 5615 161
3568 1838 59
3569 8806 179
3569 998 177
3569 5755 24
3569 3622 36
3570 4628 95
3570 3320 56
3571 6328 109
3571 5003 102
3571 6260 154
3572 9681 89
3572 9300 43
3573 5339 4
3573 1320 41
3574 3164 22
3574 461 90
3575 3497 106
3575 1147 115
3575 5235 102
3576 686 182
3576 8281 82
3576 3075 30
3577 8971 108
3577 3151 158
3577 8103 86
3577 4654 132
3578 8124 98
3578 9359 142
3578 3479 41
3579 6084 146
3579 6918 174
3579 271 115
3579 6707 95
3580 2336 32
3580 8849 18
3581 665 38
3581 5477 73
3581 8965 12
3582 5956 184
3582 7575 74
3582 4995 194
3583 5040 179
3583 748 162
3584 9985 48
3584 4456 155
3585 4040 162
3585 4692 105
3585 8984 92
3585 4509 63
3586 423 167
3586 1307 198
3586 715 182
3587 5286 174
3587 3748 182
3587 6759 154
3588 1978 142
3588 7100 170
3589 5646 82
3589 5722 30
3589 7934 142
3589 7378 57
3590 5955 147
3590 9129 19
3590 555 72
3591 7700 137
3591 4058 44
3592 6835 147
3592 8099 111
3592 3885 104
3592 9213 39
3593 704 100
3593 3434 107
3594 3818 109
3594 7445 161
3594 1833 37
3595 8129 77
3595 5643 128
3595 6350 198
3596 1111 80
3596 9544 145
3596 7453 102
3597 9203 158
3597 9610 184
3597 3951 35
3598 3075 133
3598 4475 78
3598 8970 130
3599 9231 10
3599 3419 161
3599 5428 50
3600 9918 123
3600 7575 143
3601 5005 168
3601 4287 84
3602 5100 43
3602 4724 183
3602 2826 58
3602 7902 153
3603 8008 83
3603 6265 177
3604 6410 189
3604 3744 31
3604 8362 174
3604 8925 177
3605 3914 164
3605 1524 61
3606 9485 129
3606 1969 198
3607 8395 115
3607 7476 114
3607 3061 53
3608 6898 99
3608 7087 5
3608 4616 96
3608 3727 106
3609 7538 10
3609 3690 193
3609 270 8
3609 8541 42
3610 7723 179
3610 8780 101
3610 5086 171
3610 4197 18
3611 3451 159
3611 2958 200
3612 9839 89
3612 1085 17
3613 7227 52
3613 7659 63
3614 6900 197
3614 7432 130
3614 7751 139
3615 8602 60
3615 722 61
3615 1642 93
3616 8437 90
3616 2106 104
3617 7703 191
3617 8739 101
3617 1949 27
3617 8118 159
3618 4952 18
3618 573 86
3619 2047 159
3619 9598 64
3620 9704 12
3620 5597 30
3621 5089 117
3621 6857 107
3621 7936 187
3621 6621 155
3622 4346 18
3622 1151 56
3622 8781 114
3623 6270 19
3623 4922 171
3624 2445 39
3624 5276 33
3624 1328 84
3624 4022 128
3625 3674 187
3625 6373 156
3625 5708 65
3625 7327 56
3626 9125 152
3626 8777 166
3627 200 46
3627 2887 198
3628 4207 123
3628 7357 94
3628 6276 91
3628 2221 34
3629 2160 28
3629 2607 162
3629 5254 86
3629 5567 129
3630 3518 178
3630 3021 28
3630 3904 61
3631 3664 158
3631 2029 170
3631 6522 83
3631 6798 89
3632 5334 29
3632 8317 24
3632 4777 39
3632 9459 83
3633 1073 168
3633 5626 184
3633 7828 12
3633 2788 93
3634 1371 33
3634 3118 100
3634 6401 156
3634 5357 49
3635 9582 61
3635 5006 182
3636 2023 160
3636 7384 196
3637 6431 152
3637 4895 162
3637 6591 182
3637 2467 176
3638 6702 23
3638 5646 10
3639 3011 154
3639 2391 15
3639 500 176
3640 4072 127
3640 1797 115
3640 3757 166
3641 5095 192
3641 5940 163
3641 2183 92
3641 6657 194
3642 2692 79
3642 5873 21
3643 1836 46
3643 2541 151
3644 9007 126
3644 9453 184
3645 4382 131
3645 5492 170
3645 5141 122
3646 2667 169
3646 3107 64
3647 2720 112
3647 1841 24
3648 6915 156
3648 4218 144
3648 9952 17
3648 9358 61
3649 4552 79
3649 1912 142
3649 8218 107
3649 2409 115
3650 3855 137
3650 1610 138
3650 3710 131
3651 4459 16
3651 969 199
3651 1098 125
3651 4302 90
3652 4917 194
3652 8597 94
3653 6207 166
3653 5786 109
3653 9310 114
3653 8595 145
3654 4553 8
3654 1216 105
3654 7009 199
3655 149 74
3655 6202 101
3656 3197 105
3656 5022 190
3656 4028 72
3657 3119 139
3657 3435 180
3657 3777 86
3657 2019 14
3658 1964 162
3658 4175 165
3659 4085 196
3659 9192 84
3660 4837 109
3660 2171 57
3661 8974 148
3661 3867 153
3661 8902 80
3662 5572 40
3662 1195 180
3662 3348 86
3662 3386 112
3663 7895 33
3663 2750 73
3663 1181 34
3664 4237 152
3664 5404 55
3664 7979 38
3664 3050 36
3665 3167 200
3665 9694 172
3665 7699 94
3666 3670 7
3666 8324 119
3667 7731 22
3667 2764 168
3668 9309 149
3668 2993 152
3669 342 125
